date_key,customer_key,voucher_no,financial_year,net_amount_inr,billed_amount_inr,cost_amount_inr,profit_amount_inr,profit_pct,src_report,src_year,import_batch_id,processed_at,record_quality,quality_flags
20220403,1636557771528022.0,CA/12,22-23,519.0,563.55,430.6875,32.67250000000007,5.797622216307351,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3922967553846088.0,CR/4,22-23,849.0,823.93,736.9285714285714,21.11142857142856,2.562284243980504,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3922967553846088.0,CR/5,22-23,717.0,676.03,573.1083333333333,83.07166666666663,12.2881627541184,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2036682794119660.8,CA/13,22-23,5758.0,5385.38,4621.968290960453,521.8317090395484,9.689784361355157,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,4379728432548192.0,CC/5,22-23,2574.0,2477.2,2149.508928571429,148.6510714285716,6.000769878434183,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,4316337447294392.0,CA/14,22-23,221.0,201.51,184.9732142857143,12.34678571428574,6.127133002970441,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3935914066228935.0,CA/15,22-23,2082.0,1965.34,1748.196428571429,110.7435714285714,5.634830178420601,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,4444406996692633.0,CA/16,22-23,2390.0,2284.24,2032.670238095238,111.8697619047622,4.897460945643285,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2975570061564308.0,CR/6,22-23,8727.0,8057.87,7107.936876513317,761.8831234866831,9.455142903604589,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,1417291821625976.0,CA/17,22-23,3266.0,2971.8,2675.940526634383,236.8994733656172,7.971581982825801,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,1841761471300328.8,CA/18,22-23,1763.0,1619.81,1484.762142857143,86.11785714285728,5.316540652475123,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3334702168617053.0,CC/6,22-23,2188.0,2028.1,1804.633928571429,148.9460714285718,7.344118703642414,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3164473526460977.0,CA/19,22-23,693.0,671.1,561.875,56.84500000000008,8.47042169572345,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3460449557169967.0,CA/20,22-23,668.0,614.59,558.0178571428571,38.44214285714291,6.254924886044829,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,829866265183174.0,CA/21,22-23,2515.0,2393.89,2125.232142857143,120.287857142857,5.024786316115484,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2575830063687184.0,CR/7,22-23,497.0,519.33,398.4017857142857,45.33821428571432,8.73013580685004,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,932664639992998.0,CA/22,22-23,194.0,176.4,161.3482142857143,11.91178571428569,6.752712989957875,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2975570061564308.0,CRMR/1,22-23,18000.0,17857.0,14464.28571428571,1607.154285714286,9.000136001088007,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,1110815861716763.0,CA/23,22-23,3490.0,3194.71,2872.471398305085,203.8286016949155,6.380191056306065,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2050669227435892.8,CR/8,22-23,234.0,208.86,191.875,17.065,8.170544862587377,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2399633730513066.0,CA/24,22-23,3788.0,3450.75,3094.321428571429,287.8385714285711,8.341333664524266,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,4444406996692633.0,CA/25,22-23,499.0,461.26,418.1964285714286,27.38357142857141,5.936688945187402,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,4320113224538129.0,CA/26,22-23,524.0,482.67,443.8571428571429,23.94285714285716,4.960502443254637,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,927124733277465.0,CA/27,22-23,1426.0,1299.69,1158.80735472155,101.7126452784503,7.825915816729397,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,4220584709265926.5,CA/28,22-23,764.0,742.72,681.8095238095239,45.81047619047624,6.167933567222673,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3074715629328201.0,CA/29,22-23,580.0,555.51,483.4107142857144,34.48928571428559,6.208580532175044,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3444161801016060.0,CA/30,22-23,1511.0,1348.83,1180.553571428571,168.5864285714288,12.49871581825944,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,182478989905143.0,CC/7,22-23,1417.0,1254.91,1146.5,88.13999999999976,7.023611254990378,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3489720634601733.0,CC/8,22-23,906.0,962.33,776.8264285714286,32.1335714285714,3.339142646344954,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3908034630867902.5,CR/9,22-23,1926.0,1791.02,1638.113214285715,81.56678571428587,4.554208535599037,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3074715629328201.0,CA/31,22-23,175.0,159.66,132.5892857142857,23.63071428571428,14.80064780515739,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,748357527481298.0,CA/32,22-23,2982.0,3634.4,2371.047669491525,253.1723305084745,6.966000729376912,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,1672380556736005.0,CA/33,22-23,431.0,437.34,360.4285714285714,24.43142857142859,5.586369545760412,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,170396167752427.0,CA/34,22-23,1060.0,998.14,904.2,42.17999999999995,4.225860099785596,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3371174519337220.0,CA/35,22-23,639.0,623.22,532.5625,38.01749999999995,6.100173293539994,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3617838188599257.0,CA/36,22-23,2061.0,1936.79,1747.419642857143,92.78035714285689,4.790419051257848,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3055925627087390.0,CC/9,22-23,2245.0,2306.58,1854.071428571429,150.3685714285714,6.519113641346557,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,4322325405681849.5,CR/10,22-23,14341.0,13136.64,11594.28753026634,1193.932469733656,9.088568079308375,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2783503820811169.0,CA/37,22-23,1773.0,1632.59,1416.396246973366,167.4037530266345,10.25387592883912,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3036025910614211.0,CC/10,22-23,2741.0,2528.81,2283.944243341404,153.4957566585956,6.069880958181738,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,1120582317085099.0,CA/38,22-23,2236.0,2058.0,1869.589285714286,126.8507142857143,6.163785922532278,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2843762654384187.0,CA/39,22-23,2571.0,2489.5,1952.142857142857,343.3771428571431,13.79301638309472,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2940232195540667.0,CR/11,22-23,9938.0,8972.57,7488.38912227603,1284.950877723971,14.32087883097006,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2369032250614375.0,CA/40,22-23,1367.0,1404.98,1139.723214285714,80.85678571428562,5.755013289462172,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3214998067498254.0,CA/41,22-23,1213.0,1099.46,969.0025726392251,108.2774273607748,9.848237076453415,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3136508348944729.0,CC/11,22-23,3737.0,3953.67,3124.642857142857,211.937142857143,5.360516756763791,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,578362729671688.0,CA/42,22-23,675.0,717.64,571.1875,31.43249999999998,4.379981606376454,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2052109127787936.8,CA/43,22-23,737.0,741.44,612.8034200968523,39.93657990314771,5.386353569155657,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,1711602156430063.0,CA/44,22-23,1906.0,1791.84,1602.196428571429,99.60357142857124,5.55873132805224,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,89807202098946.0,CC/12,22-23,1185.0,1163.52,1000.071428571429,57.96857142857147,4.982172324375299,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,578362729671688.0,CA/45,22-23,608.0,544.91,489.2339588377725,39.56604116222766,7.261023134504351,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3286218089836488.0,CA/46,22-23,3104.0,3035.22,2586.901785714286,184.5382142857147,6.07989583245085,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3652483171021476.0,CA/47,22-23,1933.0,2111.44,1581.035714285714,160.5842857142854,7.605439212778267,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,1776580815268574.0,CA/48,22-23,2172.0,1928.84,1755.445671912833,173.6943280871673,9.005118521347924,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,1346747396813963.0,CA/49,22-23,4281.0,3995.28,3554.43112590799,270.7688740920093,6.77721897068564,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2790616796476626.0,CR/12,22-23,10518.0,11997.87,8306.101785714285,1084.958214285714,9.042923571314857,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,1618437566743115.0,CA/50,22-23,779.0,790.74,647.5357142857143,47.96428571428569,6.06574673271691,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2050669227435892.8,CR/13,22-23,1483.0,1360.22,1222.674788135593,90.26521186440668,6.636074448574985,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,4013279170291136.0,CA/51,22-23,4219.0,3849.11,3483.943839790153,277.6961602098463,7.214555058438086,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3334702168617053.0,CC/13,22-23,427.0,392.86,353.5714285714286,27.7085714285715,7.053039614257368,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,233549775631115.0,CC/14,22-23,6563.0,6025.91,5484.485437853108,377.954562146893,6.272157435920764,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2841778637000042.0,CA/52,22-23,1558.0,1500.51,1314.044642857143,77.075357142857,5.136610695220758,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,862208661454562.0,CA/53,22-23,1165.0,1119.87,955.296004842615,62.66399515738523,5.595649062604163,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,2116297607446551.2,CA/54,22-23,968.0,853.38,741.6841707021791,111.7158292978208,13.09098283271472,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,3917999802917238.5,CA/55,22-23,2173.0,2039.38,1827.089285714286,113.0907142857141,5.545347815792743,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,998068601240065.0,CC/15,22-23,4010.0,3947.27,3302.600181598063,205.939818401937,5.217272150168016,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,832772736834550.0,CA/56,22-23,3232.0,2943.76,2653.769219128329,140.6707808716704,4.778609019474087,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220403,48107336256172.0,CC/16,22-23,6187.0,5969.18,5165.793214285714,358.3067857142862,6.002613184964873,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,932664639992998.0,CA/57,22-23,730.0,665.49,610.9821428571429,40.75785714285713,6.124488293266184,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,1301843869207774.0,CA/58,22-23,942.0,857.99,786.1160714285714,54.98392857142856,6.40845797403566,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,1254547405848616.0,CA/59,22-23,862.0,785.06,700.0625,69.5975000000001,8.865245968461023,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,3548755946822269.0,CA/60,22-23,1765.0,1686.99,1438.642857142857,137.2571428571429,8.136215558903308,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,3026417602873885.0,CA/61,22-23,4579.0,4171.34,3816.160714285715,272.2392857142852,6.526422821306467,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,3216972626663831.0,CA/62,22-23,326.0,300.0,270.0,21.07999999999998,7.02666666666666,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,193423457069866.0,CA/63,22-23,1669.0,1552.37,1403.767857142857,86.41214285714284,5.566465652978533,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,525350226795233.0,CA/64,22-23,1335.0,1417.5,1102.928571428571,89.07142857142844,6.283698664651037,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,2639013687019134.0,CR/14,22-23,2312.0,2173.04,1976.392857142857,87.86714285714294,4.0435124460269,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,443869598995056.0,CR/15,22-23,6163.0,5560.5,5056.606547619049,461.8134523809522,8.305250469938894,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,525350226795233.0,CA/65,22-23,1092.0,1085.5,913.9732142857142,61.04678571428588,5.623840231624678,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,2910187333719372.0,CA/66,22-23,3923.0,3819.24,3254.202142857144,248.4978571428566,6.506473988093354,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,909350123330491.0,CA/67,22-23,3013.0,2712.78,2506.80008071025,168.5199192897497,6.212074672098352,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,3922967553846088.0,CR/16,22-23,3025.0,2974.72,2642.276785714286,58.6232142857144,1.970713690220068,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,3922967553846088.0,CR/17,22-23,262.0,241.28,221.5,12.42,5.147546419098141,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,3617838188599257.0,CA/68,22-23,502.0,471.44,432.9642857142857,15.29571428571426,3.244466800804824,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,21406876299612.0,CA/69,22-23,3274.0,3082.18,2686.625000000001,236.5549999999997,7.674924890824018,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,1161276715495550.0,CR/18,22-23,3126.0,2937.59,2632.178571428571,158.9214285714281,5.409925434503389,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,2099735748279167.2,CA/70,22-23,3180.0,2897.26,2645.116071428571,194.1639285714278,6.701639775906469,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,2050669227435892.8,CR/19,22-23,7668.0,7340.88,6463.267857142857,383.1121428571438,5.218885785588973,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,2574731037712623.0,CC/17,22-23,871.0,882.17,794.0982142857142,-16.43821428571426,-1.86338396065546,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,1421641128400931.0,CC/18,22-23,1101.0,1013.0,919.4910714285716,63.56892857142863,6.275313778028493,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,1990301794783191.2,CA/71,22-23,3344.0,3029.01,2732.60260290557,221.4573970944304,7.311213799044253,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,3617838188599257.0,CA/72,22-23,853.0,801.44,737.3571428571429,24.28285714285715,3.029903316886747,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,618004214440956.0,CAMR/1,22-23,2485.0,2717.28,2038.178571428571,180.5214285714284,6.643460687578325,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,4319357104606181.0,CC/19,22-23,11119.0,10545.17,9284.58704600484,630.9529539951579,5.983336010658509,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,1088270293549337.0,CA/73,22-23,442.0,407.1,373.7946428571429,20.82535714285715,5.1155384777345,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,2706982713968939.0,CA/74,22-23,1109.0,1059.78,897.2065677966102,74.41343220338996,7.021592425162765,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,2571868374449189.0,CA/75,22-23,874.0,796.89,712.1464891041163,64.67351089588368,8.115738796557077,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,4370484807381460.0,CC/20,22-23,2541.0,2355.74,2114.458837772397,138.5811622276032,5.882701920738417,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,4245419971342096.0,CC/21,22-23,3179.0,2905.62,2569.232142857143,269.1078571428575,9.261632875009722,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,4205665904458485.0,CA/76,22-23,159.0,158.02,113.7767857142857,28.16321428571429,17.82256314752201,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,4219685058340275.0,CC/22,22-23,4520.0,5100.77,3306.571428571429,729.1285714285711,14.29448046919526,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,3856037240230861.0,CC/23,22-23,2151.0,2017.55,1793.925383373688,138.8146166263114,6.880355709960663,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
20220404,2497558293491960.0,CC/24,22-23,1801.0,1869.35,1504.642857142857,103.3571428571428,5.529041798333262,fact_sales,22-23,20260627010107,2026-06-27T01:01:07.334932+00:00,ok,
